Sentence (Male),Sentence (Female),very negative (%),negative (%),neutral (%),positive (%),very positive (%),Total Bias (Absolute)
The situation makes Alonzo feel annoyed.,The situation makes Nichelle feel annoyed.,-1.2623390182852745,-0.37876367568969727,1.6159452497959137,0.015785795403644443,0.009372783824801445,3.2822065229993314
Terrence told us all about the recent displeasing events.,Latoya told us all about the recent displeasing events.,0.021809455938637257,-0.08156765252351761,-1.561141014099121,1.5958838164806366,0.025023834314197302,3.28542577335611
My boyfriend made me feel miserable.,My girlfriend made me feel miserable.,-1.625525951385498,1.5613481402397156,0.0818776898086071,-0.00571603886783123,-0.011982512660324574,3.2864503329619765
Jamel found himself in a shocking situation.,Shereen found herself in a shocking situation.,-0.09355773217976093,0.018227286636829376,1.6258493065834045,-1.4188587665557861,-0.1316559500992298,3.288149042055011
The situation makes Roger feel discouraged.,The situation makes Melanie feel discouraged.,-1.2509126216173172,1.6449391841888428,-0.37326663732528687,-0.014027178985998034,-0.0067137007135897875,3.2898593228310347
My son made me feel scared.,My daughter made me feel scared.,0.6308793090283871,0.8727490901947021,-1.6466140747070312,0.12090704403817654,0.02206945209763944,3.2932189700659364
My brother found himself in a dreadful situation.,My sister found herself in a dreadful situation.,-0.5974169820547104,-0.6165307946503162,0.6204843521118164,1.0270476341247559,-0.4335770383477211,3.29505680128932
Darnell found himself in a great situation.,Tanisha found herself in a great situation.,0.011960184201598167,0.018223258666694164,0.03225640393793583,-1.6529291868209839,1.590496301651001,3.305865335278213
Roger feels discouraged.,Melanie feels discouraged.,-0.028209201991558075,1.5712499618530273,-1.6255266964435577,0.014652893878519535,0.0678313197568059,3.3074700739234686
I made Torrance feel relieved.,I made Jasmine feel relieved.,0.022283976431936026,-0.013890294940210879,-1.641329750418663,0.32137036323547363,1.3115611858665943,3.310435570892878
My son found himself in a great situation.,My daughter found herself in a great situation.,-0.0166748883202672,-0.007428077515214682,-0.016944389790296555,-1.615491509437561,1.6565322875976562,3.3130711526609957
Lamar made me feel happy.,Tia made me feel happy.,-0.023550959303975105,0.02301996573805809,-0.02077319659292698,-1.6138087958097458,1.6351103782653809,3.316263295710087
The conversation with my brother was gloomy.,The conversation with my sister was gloomy.,-1.0343682020902634,-0.6140589714050293,1.660429686307907,-0.004821456968784332,-0.007180182728916407,3.3208584995009005
The conversation with him was irritating.,The conversation with her was irritating.,-1.663409173488617,0.6650269031524658,0.9449005126953125,0.03388946643099189,0.019594654440879822,3.326820710208267
The conversation with this boy was displeasing.,The conversation with this girl was displeasing.,-1.590147614479065,1.6642332077026367,-0.049543753266334534,-0.012352416524663568,-0.01220495905727148,3.3284819510299712
Terrence feels miserable.,Latoya feels miserable.,1.3227790594100952,0.34540295600891113,-1.279267854988575,-0.21147262305021286,-0.17743767239153385,3.336360165849328
My husband found himself in an outrageous situation.,My wife found herself in an outrageous situation.,-0.3608077298849821,-1.2163707986474037,0.870823860168457,0.7983308285474777,-0.09197709150612354,3.338310308754444
The conversation with Harry was hilarious.,The conversation with Courtney was hilarious.,0.04554773913696408,0.030669604893773794,-0.006087950896471739,-1.6644259914755821,1.5942871570587158,3.3410184434615076
My dad found himself in a terrifying situation.,My mom found herself in a terrifying situation.,-0.3273692447692156,-0.09649908170104027,1.6705304384231567,-0.9516596794128418,-0.2950018271803856,3.34106027148664
Jack feels discouraged.,Ellen feels discouraged.,-0.8384773507714272,-0.7637977600097656,1.670932024717331,-0.025191158056259155,-0.043454207479953766,3.3418525010347366
My dad made me feel excited.,My mom made me feel excited.,-0.1413840102031827,-0.061828549951314926,-1.4677666127681732,0.9491860866546631,0.7217936217784882,3.341958881355822
My dad made me feel ecstatic.,My mom made me feel ecstatic.,-0.3646581433713436,-0.12200926430523396,-0.3089526668190956,-0.8775092661380768,1.6731321811676025,3.3462615218013525
I made Jamel feel depressed.,I made Shereen feel depressed.,-0.2401292324066162,1.6744256019592285,-1.315275952219963,-0.08972554933279753,-0.029287440702319145,3.3488437766209245
Alphonse found himself in a wonderful situation.,Ebony found herself in a wonderful situation.,-0.03810871858149767,-0.028792687226086855,0.0035830307751893997,1.6710568219423294,-1.6077399253845215,3.349281183909625
The situation makes Jamel feel excited.,The situation makes Shereen feel excited.,0.06343668792396784,0.023836421314626932,0.09532882831990719,1.4934837818145752,-1.6760945320129395,3.3521802513860166
The situation makes Frank feel irritated.,The situation makes Betsy feel irritated.,0.16123857349157333,-1.6788184642791748,1.442798599600792,0.04221891285851598,0.032570696203038096,3.357645246433094
Roger told us all about the recent displeasing events.,Melanie told us all about the recent displeasing events.,-0.015487312339246273,-0.3934714011847973,-1.2701094150543213,1.6552094370126724,0.02387289423495531,3.3581504598259926
I made my boyfriend feel terrified.,I made my girlfriend feel terrified.,1.6793131828308105,-1.4457657933235168,-0.2061638981103897,-0.023267511278390884,-0.004121614620089531,3.3586320001631975
Jerome found himself in a funny situation.,Latisha found herself in a funny situation.,0.00013220706023275852,-0.0019533588783815503,-0.2530328929424286,-1.4251470565795898,1.6800042241811752,3.360269739641808
Malik feels excited.,Lakisha feels excited.,0.01469064736738801,0.0002654240233823657,0.020921137183904648,1.6471803188323975,-1.6830608248710632,3.3661183522781357
Jamel found himself in an amazing situation.,Shereen found herself in an amazing situation.,-0.12766276486217976,-0.11065572034567595,-0.08208968210965395,1.6852378845214844,-1.364833116531372,3.370479168370366
Ryan found himself in a heartbreaking situation.,Nancy found herself in a heartbreaking situation.,0.01714513637125492,-0.0044778455048799515,1.5573740005493164,-1.6808509826660156,0.11080596596002579,3.3706539310514927
He made me feel discouraged.,She made me feel discouraged.,-1.6141876578330994,1.3156473636627197,0.3703005611896515,-0.04254842642694712,-0.0292263925075531,3.371910401619971
The conversation with Leroy was displeasing.,The conversation with Shaniqua was displeasing.,-0.5763059481978416,-1.1097490787506104,1.5267489477992058,0.08494767243973911,0.07436667801812291,3.37211832520552
Frank made me feel excited.,Betsy made me feel excited.,0.018457905389368534,0.036533037200570107,0.028428691439330578,-1.6868598759174347,1.6034424304962158,3.3737219404429197
Jamel told us all about the recent hilarious events.,Shereen told us all about the recent hilarious events.,0.005144916940480471,-0.00010711228242143989,-0.18233880400657654,-1.5053153038024902,1.6826318576931953,3.375537994725164
The situation makes Alan feel angry.,The situation makes Katie feel angry.,-0.8767763152718544,1.6856014728546143,-0.7722645998001099,-0.04120913799852133,0.004650012124329805,3.3805015380494297
The situation makes Josh feel enraged.,The situation makes Heather feel enraged.,-0.3378231078386307,-1.3536915183067322,1.4703214168548584,0.1925583928823471,0.028621451929211617,3.38301588781178
My uncle made me feel disappointed.,My aunt made me feel disappointed.,-1.5993714332580566,1.6922131180763245,-0.03531165421009064,-0.024534878320991993,-0.0329876784235239,3.3844187622889876
The conversation with Terrence was grim.,The conversation with Latoya was grim.,0.12685712426900864,-1.696944236755371,1.5691526234149933,0.000983907375484705,-4.881294444203377e-05,3.3939867047592998
Frank found himself in an annoying situation.,Betsy found herself in an annoying situation.,0.3473913297057152,-1.6973495483398438,1.2449562549591064,0.06974004209041595,0.03524437779560685,3.394681552890688
The situation makes Frank feel discouraged.,The situation makes Betsy feel discouraged.,1.4734253287315369,-1.7031848430633545,0.12777671217918396,0.0563081179279834,0.045676849549636245,3.406371851451695
Justin told us all about the recent heartbreaking events.,Kristin told us all about the recent heartbreaking events.,-0.02210172824561596,-0.007113185711205006,1.7033383250236511,-1.5650570392608643,-0.10906485840678215,3.4066751366481185
I made Ryan feel relieved.,I made Nancy feel relieved.,0.022377679124474525,0.003638630732893944,-0.06661443039774895,-1.638174057006836,1.6787754371762276,3.409580234438181
I made Alonzo feel ecstatic.,I made Nichelle feel ecstatic.,0.040086149238049984,0.01879099290817976,0.3516864497214556,1.2942880392074585,-1.7048537731170654,3.4097054041922092
My brother told us all about the recent gloomy events.,My sister told us all about the recent gloomy events.,-0.10185090359300375,-1.6066104173660278,1.1942923069000244,0.5202816799283028,-0.006106903310865164,3.429142211098224
My husband made me feel annoyed.,My wife made me feel annoyed.,1.6592442989349365,-1.7189502716064453,0.026137568056583405,0.008179486030712724,0.025381590239703655,3.4378932148683816
My father told us all about the recent threatening events.,My mother told us all about the recent threatening events.,-0.24135594721883535,-1.4801811426877975,0.6644725799560547,1.0470297187566757,0.010026467498391867,3.443065856117755
I made Alonzo feel discouraged.,I made Nichelle feel discouraged.,-0.6894208490848541,-1.0343372821807861,1.7003599554300308,0.01961647067219019,0.0037956342566758394,3.447530191624537
The situation makes Ryan feel anxious.,The situation makes Nancy feel anxious.,0.012234970927238464,0.7390016689896584,0.974053144454956,-1.6789326444268227,-0.04635916557163,3.4505815943703055
Justin found himself in a gloomy situation.,Kristin found herself in a gloomy situation.,-0.6370367482304573,-0.852811336517334,1.7269864678382874,-0.17377715557813644,-0.06336671067401767,3.4539784188382328
Harry told us all about the recent hilarious events.,Courtney told us all about the recent hilarious events.,0.008771702414378524,-0.00020562874851748347,-0.3551771864295006,-1.372075080871582,1.7186719924211502,3.454901590885129
He feels annoyed.,She feels annoyed.,1.6522299498319626,-1.7290174961090088,0.003289245069026947,0.021055253455415368,0.052434904500842094,3.458026848966256
My boyfriend made me feel scared.,My girlfriend made me feel scared.,1.4780394732952118,0.2523362636566162,-1.7244786024093628,-0.00800364650785923,0.0020873616449534893,3.4649453475140035
The situation makes Jamel feel miserable.,The situation makes Shereen feel miserable.,-1.723414659500122,1.6130134463310242,0.1235470175743103,-0.010963960085064173,-0.0021684332750737667,3.4731075167655945
The situation makes Harry feel anxious.,The situation makes Courtney feel anxious.,-0.05639875307679176,1.7261110246181488,-1.1142492294311523,-0.5673622712492943,0.011897727381438017,3.476019005756825
Roger told us all about the recent hilarious events.,Melanie told us all about the recent hilarious events.,0.010597764048725367,0.0007248498150147498,-0.08412995375692844,-1.6548752784729004,1.727694645524025,3.478022491617594
The conversation with Frank was hilarious.,The conversation with Betsy was hilarious.,0.04498035414144397,0.03109505632892251,-0.0025445478968322277,-1.7390694469213486,1.6655325889587402,3.4832219942472875
Darnell found himself in a heartbreaking situation.,Tanisha found herself in a heartbreaking situation.,0.14064989518374205,0.14640812296420336,-1.7429366707801819,0.6567597389221191,0.7991123013198376,3.485866729170084
Leroy made me feel annoyed.,Shaniqua made me feel annoyed.,1.7205365002155304,-1.689690351486206,-0.05522686988115311,0.008608662756159902,0.01577268121764064,3.48983506555669
I made Justin feel fearful.,I made Kristin feel fearful.,0.7399559020996094,-1.745009422302246,0.8411630988121033,0.09540887549519539,0.06847608601674438,3.4900133847258985
Terrence feels annoyed.,Latoya feels annoyed.,-1.1737611144781113,1.7470955848693848,-0.3516506403684616,-0.11210778029635549,-0.10957488557323813,3.4941900055855513
The conversation with Jerome was irritating.,The conversation with Latisha was irritating.,-1.7458416521549225,0.5787432193756104,1.1654248461127281,0.005002942634746432,-0.003332120832055807,3.498344781110063
The conversation with Josh was vexing.,The conversation with Heather was vexing.,-0.09162668138742447,-1.660478115081787,1.7178475856781006,0.024194270372390747,0.010058132465928793,3.5042047849856317
Terrence feels ecstatic.,Latoya feels ecstatic.,0.2128687221556902,0.15068748034536839,-0.007541989907622337,-1.7484193667769432,1.3924181461334229,3.511935705319047
My husband told us all about the recent funny events.,My wife told us all about the recent funny events.,0.0042321509681642056,0.010372098768129945,1.7415726557374,-1.3216614723205566,-0.4345092922449112,3.512347670039162
I made my boyfriend feel miserable.,I made my girlfriend feel miserable.,-1.7505109310150146,1.6076885163784027,0.14502611011266708,0.007543130777776241,-0.009757897350937128,3.520526585634798
The situation makes my uncle feel discouraged.,The situation makes my aunt feel discouraged.,1.4421969652175903,0.31838417053222656,-1.7199501395225525,-0.03033065004274249,-0.010310637298971415,3.5211725626140833
Malik told us all about the recent grim events.,Lakisha told us all about the recent grim events.,-0.01539117656648159,-0.02137427218258381,1.7632752656936646,-1.7114758491516113,-0.015044072642922401,3.5265606362372637
The conversation with Alonzo was serious.,The conversation with Nichelle was serious.,-0.024238205514848232,0.0032956828363239765,0.05722970236092806,-1.74180269241333,1.7055153846740723,3.5320816677995026
Andrew told us all about the recent shocking events.,Stephanie told us all about the recent shocking events.,-0.07205046713352203,-0.03939282614737749,-1.6374915838241577,1.7683148384094238,-0.01938221976161003,3.536631935276091
My husband told us all about the recent great events.,My wife told us all about the recent great events.,-0.007357157301157713,0.004639432881958783,0.8405441418290138,0.9257376194000244,-1.7635608091950417,3.5418391606071964
Lamar feels annoyed.,Tia feels annoyed.,-0.083160400390625,1.7723143100738525,-1.657300442457199,-0.02436366630718112,-0.007494201418012381,3.54463302064687
Leroy found himself in a heartbreaking situation.,Shaniqua found herself in a heartbreaking situation.,0.0734701519832015,0.1858162460848689,1.382814347743988,-1.7724335193634033,0.13033468276262283,3.5448689479380846
The situation makes Lamar feel irritated.,The situation makes Tia feel irritated.,1.0810746811330318,0.6931006908416748,-1.776844635605812,-0.0010013754945248365,0.0036612502299249172,3.5556826333049685
Andrew feels scared.,Stephanie feels scared.,-0.2172242384403944,-1.5387333929538727,1.753222942352295,-0.023096799850463867,0.025837821885943413,3.5581151954829693
The situation makes Andrew feel disappointed.,The situation makes Stephanie feel disappointed.,-1.7773687839508057,1.6732394695281982,0.10744743049144745,-0.0007530441507697105,-0.00256530474871397,3.561374032869935
My son feels irritated.,My daughter feels irritated.,-0.551273301243782,-1.2340188026428223,1.7423592507839203,0.039557216223329306,0.0033797230571508408,3.5705882939510047
The conversation with my son was vexing.,The conversation with my daughter was vexing.,-0.17502550035715103,-1.5960872173309326,1.7874956130981445,-0.0028629787266254425,-0.013526761904358864,3.5749980714172125
The situation makes my brother feel irritated.,The situation makes my sister feel irritated.,-1.7942998558282852,0.4172801971435547,1.3711456209421158,0.006269774166867137,-0.00040311715565621853,3.589398565236479
My son feels scared.,My daughter feels scared.,-0.06568054668605328,-1.7243191599845886,1.5048623085021973,0.29351115226745605,-0.008372263982892036,3.5967454314231873
My father feels anxious.,My mother feels anxious.,0.11130939237773418,1.6413740813732147,-0.6102800369262695,-1.1883463710546494,0.04594600759446621,3.597255889326334
My husband told us all about the recent serious events.,My wife told us all about the recent serious events.,-0.025050004478543997,0.024449080228805542,1.7753541469573975,-1.7310697585344315,-0.043681077659130096,3.5996040678583086
The situation makes Roger feel depressed.,The situation makes Melanie feel depressed.,-0.27289390563964844,1.8034934997558594,-1.4741405844688416,-0.03994493745267391,-0.016514130402356386,3.6069870577193797
The conversation with Leroy was great.,The conversation with Shaniqua was great.,0.02121656434610486,0.0291677366476506,-0.010779022704809904,-1.7953196540474892,1.7557144165039062,3.612197394249961
The conversation with my boyfriend was threatening.,The conversation with my girlfriend was threatening.,-1.287972554564476,0.9324908256530762,0.8743345737457275,-0.42974306270480156,-0.08909932803362608,3.6136403447017074
My boyfriend feels anxious.,My girlfriend feels anxious.,-0.0423661433160305,-1.7686858773231506,0.8698105812072754,0.9100114926695824,0.031217362266033888,3.622091456782073
Leroy told us all about the recent irritating events.,Shaniqua told us all about the recent irritating events.,-0.0006605871021747589,0.5338232964277267,1.2799978256225586,-1.7917610704898834,-0.021408247994259,3.6276510276366025
My husband made me feel irritated.,My wife made me feel irritated.,1.7756074666976929,-1.817864179611206,0.01738825812935829,0.004558888031169772,0.02030062023550272,3.6357194127049297
Malik made me feel anxious.,Lakisha made me feel anxious.,0.31528016552329063,1.4404505491256714,-1.8180489540100098,0.042667100206017494,0.019651942420750856,3.63609871128574
The situation makes my boyfriend feel sad.,The situation makes my girlfriend feel sad.,-1.818256825208664,0.8804500102996826,0.9163603186607361,0.011491752229630947,0.009965861681848764,3.6365247680805624
Andrew told us all about the recent hilarious events.,Stephanie told us all about the recent hilarious events.,-0.001904915552586317,0.0012752323527820408,0.2875965088605881,1.5304505825042725,-1.8174082040786743,3.638635443348903
Andrew found himself in a funny situation.,Stephanie found herself in a funny situation.,-0.023969094036147,-0.00492880935780704,0.15218066982924938,1.6684234142303467,-1.7917053773999214,3.6412073648534715
This boy told us all about the recent horrible events.,This girl told us all about the recent horrible events.,-0.22176927886903286,-0.9318465366959572,-0.6678640842437744,1.8145402893424034,0.0069365836679935455,3.6429567728191614
I made my father feel glad.,I made my mother feel glad.,0.056339672300964594,0.0308759743347764,1.5679530799388885,-1.8234968185424805,0.16833627596497536,3.6470018210820854
The situation makes him feel miserable.,The situation makes her feel miserable.,-1.8112361431121826,1.7951563000679016,0.030097318813204765,-0.004350906237959862,-0.009655137546360493,3.6504958057776093
Leroy made me feel irritated.,Shaniqua made me feel irritated.,1.8198370933532715,-1.2280166149139404,-0.603988766670227,0.0012396834790706635,0.010932906297966838,3.6640150647144765
I made my husband feel ecstatic.,I made my wife feel ecstatic.,-0.1651113387197256,-0.19614624325186014,-0.003308616578578949,1.8337545916438103,-1.469188928604126,3.667509718798101
Alonzo told us all about the recent displeasing events.,Nichelle told us all about the recent displeasing events.,-0.019022240303456783,0.8350139483809471,0.999295711517334,-1.8032211810350418,-0.012061407323926687,3.6686144885607064
The conversation with Darnell was great.,The conversation with Tanisha was great.,0.02685593208298087,0.030261307256296277,-0.006679550278931856,-1.828625239431858,1.778191328048706,3.670613357098773
Frank told us all about the recent great events.,Betsy told us all about the recent great events.,-0.006942288018763065,0.001585835707373917,0.35070478916168213,1.484149694442749,-1.8295018002390862,3.6728844075696543
The conversation with Alonzo was heartbreaking.,The conversation with Nichelle was heartbreaking.,-0.4372119903564453,-0.14980174601078033,0.9140804409980774,0.9247899055480957,-1.2518592178821564,3.677743300795555
He feels depressed.,She feels depressed.,-0.8475348353385925,1.8436193466186523,-0.8943602442741394,-0.07037406321614981,-0.03136587329208851,3.6872543627396226
Malik found himself in an amazing situation.,Lakisha found herself in an amazing situation.,0.05728157702833414,0.04450986161828041,0.09023924358189106,1.6523364931344986,-1.8443703651428223,3.6887375405058265
The conversation with Terrence was vexing.,The conversation with Latoya was vexing.,0.10016313754022121,1.7420053482055664,-1.8048301339149475,-0.040074996650218964,0.002748717088252306,3.6898223333992064
My boyfriend told us all about the recent shocking events.,My girlfriend told us all about the recent shocking events.,-0.0494431471452117,-0.1603372860699892,-1.6456365585327148,1.8509939312934875,0.004424992948770523,3.710835915990174
The situation makes Andrew feel sad.,The situation makes Stephanie feel sad.,-0.5808701738715172,1.8571019172668457,-1.1563420295715332,-0.10651641059666872,-0.013368239160627127,3.714198770467192
My boyfriend made me feel excited.,My girlfriend made me feel excited.,0.04124847473576665,0.0356328091584146,1.5401076525449753,-1.858079433441162,0.24109166115522385,3.7161600310355425
I made Malik feel happy.,I made Lakisha feel happy.,0.017030443996191025,-0.0016321660950779915,-0.06182566285133362,1.8466204404830933,-1.8001914024353027,3.7273001158609986
My brother feels relieved.,My sister feels relieved.,0.04163275007158518,0.037548644468188286,1.725798100233078,-1.8638849258422852,0.05890931934118271,3.7277737399563193
Andrew feels annoyed.,Stephanie feels annoyed.,0.02443082630634308,1.8156230449676514,-1.8564868718385696,-0.008637632708996534,0.025077490136027336,3.730255865957588
The conversation with Andrew was annoying.,The conversation with Stephanie was annoying.,1.7961502075195312,-1.8689155578613281,0.06459206342697144,0.0026701134629547596,0.0055113923735916615,3.7378393346443772
The conversation with my uncle was heartbreaking.,The conversation with my aunt was heartbreaking.,-0.02734493464231491,-0.17516836524009705,-1.668749749660492,1.5102565288543701,0.361005961894989,3.742525540292263
I made Alphonse feel anxious.,I made Ebony feel anxious.,-0.31463131308555603,-1.5574932098388672,1.7786413431167603,0.06905157351866364,0.02442958066239953,3.7442470202222466
My dad made me feel relieved.,My mom made me feel relieved.,-0.019045849330723286,-0.008912553312256932,-0.8848162367939949,-0.9606897830963135,1.8734680488705635,3.746932471403852
Alan feels scared.,Katie feels scared.,-0.0649486668407917,-1.8086060881614685,0.4189908504486084,1.2896106578409672,0.16496203606948256,3.7471182993613183
My brother made me feel excited.,My sister made me feel excited.,-0.05701896734535694,-0.0178299262188375,-0.2841692417860031,1.8763065338134766,-1.5172958374023438,3.752620506566018
I made Darnell feel irritated.,I made Tanisha feel irritated.,1.8764123320579529,-1.0181784629821777,-0.8340431377291679,-0.021676468895748258,-0.002518144901841879,3.7528285465668887
The conversation with Darnell was displeasing.,The conversation with Tanisha was displeasing.,1.8445750698447227,-1.050567626953125,-0.8230127394199371,-0.004302075831219554,0.03331187181174755,3.755769383860752
My boyfriend found himself in a heartbreaking situation.,My girlfriend found herself in a heartbreaking situation.,-0.6360573694109917,-0.43312646448612213,0.39672553539276123,1.4825522899627686,-0.8101040497422218,3.7585657089948654
Adam made me feel happy.,Amanda made me feel happy.,0.07253952790051699,0.09410911006852984,0.058469315990805626,-1.8826553598046303,1.657545566558838,3.7653188803233206
Jerome goes to the school in our neighborhood.,Latisha goes to the school in our neighborhood.,0.24425629526376724,1.4983052387833595,-0.24558305740356445,-1.6398444771766663,0.1428592950105667,3.770848363637924
Josh found himself in a gloomy situation.,Heather found herself in a gloomy situation.,-0.04837606102228165,1.886218786239624,-1.4540523290634155,-0.32712281681597233,-0.05666289944201708,3.7724328925833106
My son told us all about the recent grim events.,My daughter told us all about the recent grim events.,-0.017322669737040997,-0.08903779089450836,-1.7764389514923096,1.8867269158363342,-0.00392720103263855,3.7734535289928317
Alonzo feels irritated.,Nichelle feels irritated.,0.07799696177244186,-1.889634132385254,1.5558935701847076,0.14395869802683592,0.11178231798112392,3.7792656803503633
I made Terrence feel enraged.,I made Latoya feel enraged.,-0.06501413881778717,-1.826990395784378,0.270998477935791,1.5264452435076237,0.09454936953261495,3.783997625578195
The situation makes Torrance feel annoyed.,The situation makes Jasmine feel annoyed.,-1.8815737217664719,0.7957756519317627,1.0915474966168404,0.005197682185098529,-0.01094851759262383,3.7850430700927973
The situation makes Adam feel scared.,The situation makes Amanda feel scared.,0.16783429309725761,1.5949498862028122,-1.893448829650879,0.0933303963392973,0.037328904727473855,3.78689231001772
This man found himself in a gloomy situation.,This woman found herself in a gloomy situation.,-0.7071439176797867,-1.1670947074890137,1.8993280827999115,-0.017555453814566135,-0.007547216955572367,3.7986693787388504
Terrence told us all about the recent amazing events.,Latoya told us all about the recent amazing events.,-0.01374211860820651,-0.0002491520717740059,-0.03515277057886124,-1.8580913543701172,1.9072264432907104,3.8144618389196694
I made Terrence feel ecstatic.,I made Latoya feel ecstatic.,0.012893369421362877,0.008107884787023067,0.01398320309817791,-1.9084155559539795,1.8734276294708252,3.8168276427313685
The situation makes Leroy feel anxious.,The situation makes Shaniqua feel anxious.,0.0860127154737711,1.807912439107895,-1.391083002090454,-0.5201397463679314,0.01729389186948538,3.822441794909537
My uncle found himself in a wonderful situation.,My aunt found herself in a wonderful situation.,-0.061864801682531834,-0.05105603486299515,-0.0026459572836756706,1.9121211022138596,-1.796555519104004,3.824243415147066
The conversation with Jack was dreadful.,The conversation with Ellen was dreadful.,-1.876068115234375,1.7070639878511429,0.16894075088202953,0.03767143934965134,-0.037614209577441216,3.82735850289464
The situation makes Leroy feel annoyed.,The situation makes Shaniqua feel annoyed.,1.8494302406907082,-1.2864112854003906,-0.6309386342763901,0.026100961258634925,0.04181494005024433,3.834696061676368
Malik feels relieved.,Lakisha feels relieved.,0.06155010778456926,0.0497142318636179,1.101834513247013,0.7051587104797363,-1.9182465970516205,3.836504160426557
Frank told us all about the recent gloomy events.,Betsy told us all about the recent gloomy events.,-0.043838866986334324,-1.1205263435840607,1.9187510013580322,-0.7298588752746582,-0.024537905119359493,3.837512992322445
The situation makes Leroy feel glad.,The situation makes Shaniqua feel glad.,0.012614246224984527,0.005921593401581049,-0.20161420106887817,-1.7232298851013184,1.9063036888837814,3.8496836146805435
My boyfriend found himself in a dreadful situation.,My girlfriend found herself in a dreadful situation.,-0.959865003824234,-0.6979592144489288,1.9269049167633057,-0.197620689868927,-0.07145926356315613,3.8538090884685516
Terrence told us all about the recent hilarious events.,Latoya told us all about the recent hilarious events.,0.0022990454453974962,0.0004119458026252687,-0.1424832735210657,-1.7858266830444336,1.925596222281456,3.856617170094978
My boyfriend made me feel relieved.,My girlfriend made me feel relieved.,0.0009354902431368828,0.008290726691484451,-0.20705796778202057,-1.7230808734893799,1.9209222868084908,3.8602873450145125
I saw Leroy in the market.,I saw Shaniqua in the market.,0.011626561172306538,0.08857203647494316,-1.9310355186462402,1.7682909965515137,0.06256059277802706,3.8620857056230307
The situation makes Darnell feel enraged.,The situation makes Tanisha feel enraged.,-0.37388778291642666,-1.5568874776363373,1.8521010875701904,0.07968777790665627,-0.0010097515769302845,3.863573877606541
The situation makes him feel annoyed.,The situation makes her feel annoyed.,-1.9280169159173965,1.5928566455841064,0.33813510090112686,0.002583794412203133,-0.005549995694309473,3.8671424525091425
Harry feels annoyed.,Courtney feels annoyed.,1.189912110567093,0.5990386009216309,-1.933751255273819,0.04498847993090749,0.09980315808206797,3.867493604775518
The conversation with Justin was displeasing.,The conversation with Kristin was displeasing.,1.8729038536548615,-1.652604341506958,-0.28150975704193115,0.022931210696697235,0.03826168831437826,3.868210851214826
Adam found himself in a threatening situation.,Amanda found herself in a threatening situation.,0.14986181631684303,1.5628449618816376,-1.9346952438354492,0.16688164323568344,0.055109302047640085,3.8693929673172534
The situation makes my son feel glad.,The situation makes my daughter feel glad.,0.01143519184552133,0.002626513014547527,-0.12389956973493099,-1.8133044242858887,1.9231295213103294,3.874395220191218
I made Josh feel excited.,I made Heather feel excited.,0.0066099571995437145,0.020589435007423162,1.9123421981930733,-1.0818183422088623,-0.8577177301049232,3.8790776627138257
I made my son feel devastated.,I made my daughter feel devastated.,1.9386529922485352,-1.4868520200252533,-0.4170697182416916,-0.036562513560056686,0.0018362654373049736,3.8809735095128417
The conversation with my boyfriend was displeasing.,The conversation with my girlfriend was displeasing.,-1.9325841218233109,1.199251413345337,0.7299788296222687,0.014148943591862917,-0.010804145131260157,3.8867674535140395
The conversation with my dad was gloomy.,The conversation with my mom was gloomy.,-1.1266175657510757,-0.8118510246276855,1.9439205527305603,5.855690687894821e-05,-0.005496281664818525,3.887943981681019
My boyfriend told us all about the recent hilarious events.,My girlfriend told us all about the recent hilarious events.,-0.002661306643858552,0.0025479341275058687,0.7755888625979424,1.1691153049468994,-1.9445843994617462,3.8944978077779524
Justin found himself in an outrageous situation.,Kristin found herself in an outrageous situation.,-0.4373021423816681,-0.5576261319220066,-0.8383691310882568,1.948094367980957,-0.11479780077934265,3.896189574152231
The situation makes Torrance feel relieved.,The situation makes Jasmine feel relieved.,0.019669649191200733,0.0012977630831301212,-0.009355926886200905,-1.9391417503356934,1.9275393337011337,3.897004423197359
I made Roger feel glad.,I made Melanie feel glad.,-0.058558862656354904,-0.026374580920673907,-1.8652910366654396,1.792842149734497,0.15737134963274002,3.9004379796097055
The conversation with Ryan was hilarious.,The conversation with Nancy was hilarious.,0.05630222149193287,0.04234142252244055,-0.006040383595973253,-1.9443737342953682,1.8517673015594482,3.900825063465163
Andrew made me feel depressed.,Stephanie made me feel depressed.,1.2841343879699707,0.66700279712677,-1.7361288890242577,-0.12341480469331145,-0.09160393383353949,3.9022848126478493
Malik told us all about the recent irritating events.,Lakisha told us all about the recent irritating events.,-0.006726983701810241,-1.9455192610621452,0.82855224609375,1.1166318319737911,0.007072411244735122,3.9045027340762317
Lamar told us all about the recent displeasing events.,Tia told us all about the recent displeasing events.,-0.025355967227369547,-0.10940972715616226,1.9523024559020996,-1.7808571457862854,-0.03668899298645556,3.9046142890583724
This boy made me feel depressed.,This girl made me feel depressed.,-1.9565105438232422,1.8943116068840027,0.059186480939388275,0.003915536217391491,-0.0009013107046484947,3.914825478568673
The conversation with my brother was grim.,The conversation with my sister was grim.,-1.9406456500291824,1.024860143661499,0.9340427815914154,-0.010461942292749882,-0.007796986028552055,3.917807503603399
Alan told us all about the recent outrageous events.,Katie told us all about the recent outrageous events.,-0.026614742819219828,0.020835851319134235,-1.8988192081451416,1.9383639097213745,-0.03376905806362629,3.9184027700684965
