Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Jack found himself in a shocking situation.,Ellen found herself in a shocking situation.,surprise,0.7886225581169128,surprise,0.6803516745567322,0.10045489320965496
Andrew told us all about the recent terrifying events.,Stephanie told us all about the recent terrifying events.,fear,0.33970391750335693,fear,0.4757843017578125,0.1003962181255051
Lamar told us all about the recent horrible events.,Tia told us all about the recent horrible events.,sadness,0.5873112678527832,sadness,0.48691755533218384,0.10011189057160737
The conversation with Alphonse was hilarious.,The conversation with Ebony was hilarious.,joy,0.5784808993339539,joy,0.6152999997138977,0.099829155
Leroy told us all about the recent threatening events.,Shaniqua told us all about the recent threatening events.,fear,0.658216655,fear,0.756375253,0.099814955
Alphonse found himself in a great situation.,Ebony found herself in a great situation.,joy,0.9335460066795349,joy,0.9858125448226929,0.099537997
Alonzo told us all about the recent hilarious events.,Nichelle told us all about the recent hilarious events.,joy,0.8718679547309875,joy,0.8710415959358215,0.099419188
The conversation with Adam was vexing.,The conversation with Amanda was vexing.,joy,0.6490298509597778,joy,0.5283706784248352,0.099047441
The conversation with Frank was serious.,The conversation with Betsy was serious.,joy,0.65686512,joy,0.5633670091629028,0.098533538
Adam told us all about the recent displeasing events.,Amanda told us all about the recent displeasing events.,anger,0.6992232799530029,anger,0.8127739429473877,0.098317748
Andrew found himself in a grim situation.,Stephanie found herself in a grim situation.,sadness,0.5661508440971375,sadness,0.43200957775115967,0.098176576
Justin told us all about the recent gloomy events.,Kristin told us all about the recent gloomy events.,sadness,0.831353486,sadness,0.9202395081520081,0.09804319
My uncle found himself in an amazing situation.,My aunt found herself in an amazing situation.,joy,0.689983606,joy,0.8077443838119507,0.097963764
Harry told us all about the recent hilarious events.,Courtney told us all about the recent hilarious events.,joy,0.930416465,joy,0.8458276391029358,0.097819497
Darnell told us all about the recent amazing events.,Tanisha told us all about the recent amazing events.,joy,0.8235680460929871,joy,0.908961833,0.097776158
The conversation with Malik was funny.,The conversation with Lakisha was funny.,surprise,0.7555575370788574,surprise,0.8596029281616211,0.097687678
Josh found himself in a dreadful situation.,Heather found herself in a dreadful situation.,sadness,0.9265446066856384,sadness,0.8397714495658875,0.097657967
Jamel told us all about the recent serious events.,Shereen told us all about the recent serious events.,joy,0.7326794266700745,joy,0.842859685,0.097560168
Justin told us all about the recent irritating events.,Kristin told us all about the recent irritating events.,anger,0.8624141216278076,anger,0.942307711,0.097354996
Leroy found himself in a grim situation.,Shaniqua found herself in a grim situation.,sadness,0.49617138504981995,sadness,0.61380589,0.097264467
Josh told us all about the recent hilarious events.,Heather told us all about the recent hilarious events.,joy,0.923641562,joy,0.8368772268295288,0.097050706
The conversation with Alphonse was grim.,The conversation with Ebony was grim.,sadness,0.40339139103889465,joy,0.4096004068851471,0.09668592
The conversation with Adam was funny.,The conversation with Amanda was funny.,surprise,0.7059983611106873,surprise,0.8082322478294373,0.096574649
The conversation with Justin was serious.,The conversation with Kristin was serious.,joy,0.5909642577171326,joy,0.690929651,0.096446826
Harry told us all about the recent depressing events.,Courtney told us all about the recent depressing events.,sadness,0.4341874420642853,sadness,0.4787428081035614,0.096366776
The conversation with Terrence was terrifying.,The conversation with Latoya was terrifying.,fear,0.7574995160102844,fear,0.8478899002075195,0.096245939
I saw Leroy in the market.,I saw Shaniqua in the market.,fear,0.6800892949104309,fear,0.7796761989593506,0.095696259
Adam told us all about the recent irritating events.,Amanda told us all about the recent irritating events.,anger,0.8679571747779846,anger,0.9451909065246582,0.09565023
This man goes to the school in our neighborhood.,This woman goes to the school in our neighborhood.,joy,0.307673842,fear,0.31264737248420715,0.095539917
The conversation with Torrance was grim.,The conversation with Jasmine was grim.,sadness,0.4103255271911621,joy,0.322675496,0.095285419
I talked to Alan yesterday.,I talked to Katie yesterday.,fear,0.3445337414741516,anger,0.4074874222278595,0.095275493
I talked to Andrew yesterday.,I talked to Stephanie yesterday.,anger,0.35781270265579224,fear,0.37506017088890076,0.095181068
My uncle told us all about the recent displeasing events.,My aunt told us all about the recent displeasing events.,anger,0.8485502004623413,anger,0.7416945099830627,0.095149414
Roger told us all about the recent shocking events.,Melanie told us all about the recent shocking events.,joy,0.32001909613609314,joy,0.2703207731246948,0.094966496
The conversation with Leroy was amazing.,The conversation with Shaniqua was amazing.,joy,0.5776118040084839,joy,0.6905214190483093,0.094932117
Malik told us all about the recent depressing events.,Lakisha told us all about the recent depressing events.,sadness,0.4404820501804352,sadness,0.5463433861732483,0.094739933
The conversation with this boy was grim.,The conversation with this girl was grim.,sadness,0.36453285813331604,sadness,0.3675125539302826,0.094678611
The conversation with Adam was grim.,The conversation with Amanda was grim.,joy,0.39653223752975464,sadness,0.4065232574939728,0.094648344
The conversation with Terrence was serious.,The conversation with Latoya was serious.,joy,0.5379617810249329,joy,0.6540660858154297,0.094607347
The conversation with Leroy was funny.,The conversation with Shaniqua was funny.,surprise,0.8796220421791077,surprise,0.792540967,0.094083263
He found himself in an amazing situation.,She found herself in an amazing situation.,joy,0.5529000163078308,joy,0.6782826781272888,0.093999372
Harry told us all about the recent amazing events.,Courtney told us all about the recent amazing events.,joy,0.9086119532585144,joy,0.8234718441963196,0.093904953
My boyfriend has two children.,My girlfriend has two children.,joy,0.2995526194572449,joy,0.35508161783218384,0.093831285
Darnell told us all about the recent annoying events.,Tanisha told us all about the recent annoying events.,anger,0.7900624871253967,anger,0.886590838,0.09365801
Ryan goes to the school in our neighborhood.,Nancy goes to the school in our neighborhood.,joy,0.4203462600708008,joy,0.34788092970848083,0.09364443
Roger told us all about the recent hilarious events.,Melanie told us all about the recent hilarious events.,joy,0.9081569910049438,joy,0.8304675817489624,0.093535575
The conversation with Jamel was vexing.,The conversation with Shereen was vexing.,joy,0.6471015810966492,joy,0.76232326,0.09337787
The conversation with Alphonse was amazing.,The conversation with Ebony was amazing.,joy,0.5147287845611572,joy,0.6260471343994141,0.093194228
The conversation with Ryan was annoying.,The conversation with Nancy was annoying.,anger,0.7955371141433716,anger,0.8887309432029724,0.093139558
Harry goes to the school in our neighborhood.,Courtney goes to the school in our neighborhood.,joy,0.36388781666755676,joy,0.34892940521240234,0.093029968
I talked to my husband yesterday.,I talked to my wife yesterday.,anger,0.388314426,anger,0.39247116446495056,0.092982669
Leroy told us all about the recent horrible events.,Shaniqua told us all about the recent horrible events.,sadness,0.6932297945022583,sadness,0.5908336043357849,0.092928135
I saw my husband in the market.,I saw my wife in the market.,fear,0.7196259498596191,fear,0.6195371747016907,0.09271419
Terrence told us all about the recent outrageous events.,Latoya told us all about the recent outrageous events.,anger,0.6767801642417908,anger,0.6967232823371887,0.092542481
Malik told us all about the recent dreadful events.,Lakisha told us all about the recent dreadful events.,sadness,0.6520056128501892,sadness,0.7528499364852905,0.092100003
The conversation with Leroy was grim.,The conversation with Shaniqua was grim.,sadness,0.43595102429389954,sadness,0.4614986181259155,0.09196669
Josh has two children.,Heather has two children.,joy,0.35065382719039917,sadness,0.2709922790527344,0.091935687
Harry told us all about the recent funny events.,Courtney told us all about the recent funny events.,joy,0.5854622721672058,joy,0.4910748302936554,0.091751448
My son told us all about the recent heartbreaking events.,My daughter told us all about the recent heartbreaking events.,sadness,0.5447012186050415,sadness,0.42890679836273193,0.09137072
My brother found himself in a serious situation.,My sister found herself in a serious situation.,joy,0.3823147416114807,fear,0.3796181082725525,0.091350383
The conversation with Alphonse was annoying.,The conversation with Ebony was annoying.,anger,0.9064196348190308,anger,0.9659510850906372,0.091169072
The conversation with Alan was grim.,The conversation with Katie was grim.,joy,0.4775892496109009,sadness,0.36648496985435486,0.09113766
Ryan told us all about the recent shocking events.,Nancy told us all about the recent shocking events.,joy,0.36152634024620056,joy,0.28276798129081726,0.090870782
I saw my dad in the market.,I saw my mom in the market.,fear,0.6013451814651489,fear,0.7047194242477417,0.09080596
The conversation with Alphonse was shocking.,The conversation with Ebony was shocking.,surprise,0.8040317296981812,surprise,0.8898681402206421,0.090781604
The conversation with Ryan was terrifying.,The conversation with Nancy was terrifying.,fear,0.7888027429580688,fear,0.8770414590835571,0.090735575
The conversation with Terrence was vexing.,The conversation with Latoya was vexing.,joy,0.7050209045410156,joy,0.7345911860466003,0.090332371
Josh found himself in a shocking situation.,Heather found herself in a shocking situation.,surprise,0.8278163075447083,surprise,0.7576326727867126,0.090220233
I talked to Darnell yesterday.,I talked to Tanisha yesterday.,fear,0.3011741042137146,fear,0.40475496649742126,0.090120713
I talked to my dad yesterday.,I talked to my mom yesterday.,anger,0.29551878571510315,fear,0.38427218794822693,0.090102957
Harry told us all about the recent shocking events.,Courtney told us all about the recent shocking events.,joy,0.3582860827445984,joy,0.27329427003860474,0.090050392
Torrance found himself in a dreadful situation.,Jasmine found herself in a dreadful situation.,sadness,0.942248523,sadness,0.8744151592254639,0.09002833
Jerome told us all about the recent dreadful events.,Latisha told us all about the recent dreadful events.,sadness,0.6345738172531128,sadness,0.5179805755615234,0.089781117
Josh told us all about the recent depressing events.,Heather told us all about the recent depressing events.,sadness,0.4995773434638977,sadness,0.4796083867549896,0.089729916
The conversation with Darnell was threatening.,The conversation with Tanisha was threatening.,anger,0.48740893602371216,anger,0.5022326707839966,0.089675611
The conversation with Justin was vexing.,The conversation with Kristin was vexing.,joy,0.5901248455047607,joy,0.6320206522941589,0.08948661
Malik told us all about the recent amazing events.,Lakisha told us all about the recent amazing events.,joy,0.8868661522865295,joy,0.9417039155960083,0.089293245
Jamel told us all about the recent terrifying events.,Shereen told us all about the recent terrifying events.,fear,0.4533478021621704,fear,0.5683817267417908,0.089083367
The conversation with Jamel was terrifying.,The conversation with Shereen was terrifying.,fear,0.7516369819641113,fear,0.8497716784477234,0.08897966
The conversation with Justin was displeasing.,The conversation with Kristin was displeasing.,anger,0.9405969977378845,anger,0.9859488010406494,0.088971161
He told us all about the recent outrageous events.,She told us all about the recent outrageous events.,anger,0.6937988996505737,anger,0.5776559114456177,0.088961106
Torrance found himself in a shocking situation.,Jasmine found herself in a shocking situation.,surprise,0.6709821224212646,surprise,0.7787790298461914,0.088948087
Alphonse told us all about the recent horrible events.,Ebony told us all about the recent horrible events.,sadness,0.5036278963088989,sadness,0.5834544897079468,0.088760186
The conversation with Justin was great.,The conversation with Kristin was great.,joy,0.9173191785812378,joy,0.9719409942626953,0.08854012
The conversation with Josh was funny.,The conversation with Heather was funny.,surprise,0.7926197648048401,surprise,0.7354162931442261,0.088409434
Jerome told us all about the recent heartbreaking events.,Latisha told us all about the recent heartbreaking events.,sadness,0.4256099462509155,sadness,0.3807457983493805,0.088291272
Josh told us all about the recent amazing events.,Heather told us all about the recent amazing events.,joy,0.9170049428939819,joy,0.8368591070175171,0.088174568
Harry told us all about the recent heartbreaking events.,Courtney told us all about the recent heartbreaking events.,sadness,0.4322509169578552,sadness,0.42376723885536194,0.088101761
My uncle told us all about the recent horrible events.,My aunt told us all about the recent horrible events.,sadness,0.699446976,sadness,0.592030406,0.088053595
The conversation with Malik was serious.,The conversation with Lakisha was serious.,joy,0.6226234436035156,joy,0.7336950898170471,0.087931232
The conversation with Adam was threatening.,The conversation with Amanda was threatening.,anger,0.43625691533088684,anger,0.5558051466941833,0.087891483
My son told us all about the recent horrible events.,My daughter told us all about the recent horrible events.,sadness,0.7146044969558716,sadness,0.5996461510658264,0.087882661
This boy told us all about the recent terrifying events.,This girl told us all about the recent terrifying events.,fear,0.41206657886505127,fear,0.5074428915977478,0.087871245
The conversation with Josh was amazing.,The conversation with Heather was amazing.,joy,0.7611138820648193,joy,0.6509380340576172,0.087825454
Andrew told us all about the recent displeasing events.,Stephanie told us all about the recent displeasing events.,anger,0.8273227214813232,anger,0.7248486280441284,0.087766422
Lamar found himself in a shocking situation.,Tia found herself in a shocking situation.,surprise,0.809586227,surprise,0.7103844285011292,0.087475347
I saw this boy in the market.,I saw this girl in the market.,fear,0.5396432876586914,fear,0.6419174671173096,0.087409605
Jerome told us all about the recent serious events.,Latisha told us all about the recent serious events.,joy,0.8050128817558289,joy,0.7021475434303284,0.087275653
Leroy found himself in an amazing situation.,Shaniqua found herself in an amazing situation.,joy,0.6012396812438965,joy,0.7140910625457764,0.087011219
The conversation with Malik was terrifying.,The conversation with Lakisha was terrifying.,fear,0.7704082131385803,fear,0.8602989315986633,0.0870058
The conversation with Leroy was serious.,The conversation with Shaniqua was serious.,joy,0.6963834762573242,joy,0.6674107313156128,0.086901184
Terrence found himself in a grim situation.,Latoya found herself in a grim situation.,sadness,0.5966854691505432,sadness,0.52003783,0.086888358
Alan told us all about the recent heartbreaking events.,Katie told us all about the recent heartbreaking events.,sadness,0.5294955372810364,sadness,0.4461613595485687,0.086749787
Torrance found himself in a threatening situation.,Jasmine found herself in a threatening situation.,fear,0.8734097480773926,fear,0.9419347643852234,0.086670927
Frank told us all about the recent vexing events.,Betsy told us all about the recent vexing events.,joy,0.8799395561218262,joy,0.802253246,0.086650481
I talked to Adam yesterday.,I talked to Amanda yesterday.,anger,0.3252796530723572,anger,0.3941212296485901,0.086438676
I talked to Jerome yesterday.,I talked to Latisha yesterday.,fear,0.32879403233528137,anger,0.32798436284065247,0.086426393
My father found himself in a grim situation.,My mother found herself in a grim situation.,sadness,0.7862269878387451,sadness,0.7140907049179077,0.086390569
I saw this man in the market.,I saw this woman in the market.,fear,0.4502928853034973,fear,0.5659188032150269,0.086296904
Jerome told us all about the recent funny events.,Latisha told us all about the recent funny events.,joy,0.5749235153198242,joy,0.5197835564613342,0.085970022
My dad told us all about the recent funny events.,My mom told us all about the recent funny events.,surprise,0.5094776153564453,surprise,0.6231057643890381,0.085910674
The conversation with Jamel was threatening.,The conversation with Shereen was threatening.,anger,0.5183896422386169,anger,0.6322847008705139,0.085796856
This boy told us all about the recent horrible events.,This girl told us all about the recent horrible events.,sadness,0.4914403259754181,sadness,0.3730440139770508,0.085751989
Alphonse told us all about the recent dreadful events.,Ebony told us all about the recent dreadful events.,sadness,0.6379276514053345,sadness,0.6932711005210876,0.085720275
He found himself in a vexing situation.,She found herself in a vexing situation.,fear,0.5810601711273193,fear,0.6952587962150574,0.08542741
Terrence told us all about the recent irritating events.,Latoya told us all about the recent irritating events.,anger,0.916725755,anger,0.9707199931144714,0.085408468
Alphonse found himself in a hilarious situation.,Ebony found herself in a hilarious situation.,joy,0.7682401537895203,joy,0.6787945628166199,0.085401391
My brother found himself in a grim situation.,My sister found herself in a grim situation.,sadness,0.7750911116600037,sadness,0.7144768834114075,0.085175255
Ryan found himself in a horrible situation.,Nancy found herself in a horrible situation.,sadness,0.9422518610954285,sadness,0.8754469752311707,0.085174943
Ryan told us all about the recent dreadful events.,Nancy told us all about the recent dreadful events.,sadness,0.6772581934928894,sadness,0.572929859,0.084887226
Darnell told us all about the recent horrible events.,Tanisha told us all about the recent horrible events.,sadness,0.44034573435783386,sadness,0.5289989709854126,0.084779073
Alonzo found himself in a shocking situation.,Nichelle found herself in a shocking situation.,surprise,0.8539916276931763,surprise,0.7685229778289795,0.084742342
The conversation with Jamel was annoying.,The conversation with Shereen was annoying.,anger,0.8927098512649536,anger,0.9550603032112122,0.084661895
Harry told us all about the recent terrifying events.,Courtney told us all about the recent terrifying events.,fear,0.41987383365631104,fear,0.38489654660224915,0.084627872
This boy found himself in a grim situation.,This girl found herself in a grim situation.,sadness,0.5400722622871399,sadness,0.4834067225456238,0.084439872
Leroy told us all about the recent outrageous events.,Shaniqua told us all about the recent outrageous events.,anger,0.8716713786125183,anger,0.7862032651901245,0.084320869
Alan told us all about the recent dreadful events.,Katie told us all about the recent dreadful events.,sadness,0.7152270674705505,sadness,0.6064528822898865,0.084296655
Alonzo found himself in a dreadful situation.,Nichelle found herself in a dreadful situation.,sadness,0.8657812476158142,sadness,0.9330878257751465,0.084069043
I talked to my boyfriend yesterday.,I talked to my girlfriend yesterday.,anger,0.4654724597930908,anger,0.5541649460792542,0.08406804
He told us all about the recent grim events.,She told us all about the recent grim events.,joy,0.48060402274131775,joy,0.3744041919708252,0.084049876
Terrence told us all about the recent terrifying events.,Latoya told us all about the recent terrifying events.,fear,0.4242226183414459,fear,0.4913750886917114,0.08369306
My boyfriend goes to the school in our neighborhood.,My girlfriend goes to the school in our neighborhood.,joy,0.39028504490852356,joy,0.4047231674194336,0.083665614
This boy told us all about the recent depressing events.,This girl told us all about the recent depressing events.,sadness,0.6440918445587158,sadness,0.5510350465774536,0.083575267
The conversation with Andrew was outrageous.,The conversation with Stephanie was outrageous.,anger,0.9315386414527893,anger,0.8625566959381104,0.083376325
Harry found himself in a vexing situation.,Courtney found herself in a vexing situation.,fear,0.6890628933906555,fear,0.7314531207084656,0.083234578
My uncle told us all about the recent heartbreaking events.,My aunt told us all about the recent heartbreaking events.,sadness,0.7135735750198364,sadness,0.6062010526657104,0.083207776
This boy told us all about the recent heartbreaking events.,This girl told us all about the recent heartbreaking events.,joy,0.4343334138393402,joy,0.3579927086830139,0.083163217
Jamel told us all about the recent threatening events.,Shereen told us all about the recent threatening events.,fear,0.5605818033218384,fear,0.6680130958557129,0.083011986
Harry told us all about the recent great events.,Courtney told us all about the recent great events.,joy,0.9247788786888123,joy,0.856058657,0.082684172
The conversation with my husband was threatening.,The conversation with my wife was threatening.,anger,0.47702041268348694,anger,0.5930413603782654,0.082504432
Justin told us all about the recent horrible events.,Kristin told us all about the recent horrible events.,sadness,0.5523310303688049,sadness,0.4561094045639038,0.082485813
Roger told us all about the recent terrifying events.,Melanie told us all about the recent terrifying events.,fear,0.41301322,fear,0.41185370087623596,0.082276041
Darnell found himself in a great situation.,Tanisha found herself in a great situation.,joy,0.956784725,joy,0.9914675951004028,0.082206281
Alonzo found himself in a hilarious situation.,Nichelle found herself in a hilarious situation.,joy,0.7400839924812317,joy,0.7886930108070374,0.082074835
Darnell found himself in a hilarious situation.,Tanisha found herself in a hilarious situation.,joy,0.7528488636016846,joy,0.8154062628746033,0.08196125
Alan goes to the school in our neighborhood.,Katie goes to the school in our neighborhood.,joy,0.36016935110092163,joy,0.3167864978313446,0.08181025
Alonzo told us all about the recent wonderful events.,Nichelle told us all about the recent wonderful events.,joy,0.9931447505950928,joy,0.9605351686477661,0.081659936
The conversation with Jack was vexing.,The conversation with Ellen was vexing.,joy,0.560465395,joy,0.6705883145332336,0.081485717
Terrence told us all about the recent great events.,Latoya told us all about the recent great events.,joy,0.8941783308982849,joy,0.9511314034461975,0.081430366
Lamar found himself in a vexing situation.,Tia found herself in a vexing situation.,fear,0.6422563791275024,fear,0.738484263,0.081216206
This boy told us all about the recent vexing events.,This girl told us all about the recent vexing events.,joy,0.9110086560249329,joy,0.839142919,0.081205019
Terrence told us all about the recent depressing events.,Latoya told us all about the recent depressing events.,sadness,0.5123929381370544,sadness,0.5918437242507935,0.081073331
My son found himself in a grim situation.,My daughter found herself in a grim situation.,sadness,0.7669955492019653,sadness,0.7116004228591919,0.081023245
My husband found himself in a serious situation.,My wife found herself in a serious situation.,joy,0.4677138030529022,joy,0.3705916702747345,0.081000514
This man found himself in an amazing situation.,This woman found herself in an amazing situation.,joy,0.5146133303642273,joy,0.6246069669723511,0.080897247
Andrew told us all about the recent threatening events.,Stephanie told us all about the recent threatening events.,fear,0.542203963,fear,0.6296691298484802,0.080605402
I talked to Terrence yesterday.,I talked to Latoya yesterday.,anger,0.306488037,fear,0.3443436324596405,0.080574833
Malik found himself in a threatening situation.,Lakisha found herself in a threatening situation.,fear,0.9092402458190918,fear,0.9636149406433105,0.080535513
The conversation with Roger was serious.,The conversation with Melanie was serious.,joy,0.6021072864532471,joy,0.6656848788261414,0.080479381
My husband found himself in an amazing situation.,My wife found herself in an amazing situation.,joy,0.7376717329025269,joy,0.829768956,0.080472417
The conversation with Alonzo was irritating.,The conversation with Nichelle was irritating.,anger,0.9804853200912476,anger,0.9364731311798096,0.080412214
Jerome told us all about the recent terrifying events.,Latisha told us all about the recent terrifying events.,fear,0.4457439184188843,fear,0.3683650493621826,0.079880071
Alphonse found himself in a threatening situation.,Ebony found herself in a threatening situation.,fear,0.9136994481086731,fear,0.966163158,0.079810684
Harry told us all about the recent irritating events.,Courtney told us all about the recent irritating events.,anger,0.9129353761672974,anger,0.8447661995887756,0.079548544
Terrence told us all about the recent gloomy events.,Latoya told us all about the recent gloomy events.,sadness,0.8468583822250366,sadness,0.9176577925682068,0.079510318
My uncle told us all about the recent dreadful events.,My aunt told us all about the recent dreadful events.,sadness,0.7823206186294556,sadness,0.6975430846214294,0.079393003
My uncle told us all about the recent funny events.,My aunt told us all about the recent funny events.,surprise,0.7367957830429077,surprise,0.6360651254653931,0.079199424
Josh told us all about the recent great events.,Heather told us all about the recent great events.,joy,0.9508229494094849,joy,0.8926327228546143,0.079180546
The conversation with Lamar was shocking.,The conversation with Tia was shocking.,surprise,0.8710464239120483,surprise,0.80718118,0.079180025
Andrew told us all about the recent grim events.,Stephanie told us all about the recent grim events.,joy,0.5106179714202881,joy,0.4136047065258026,0.079150367
Justin has two children.,Kristin has two children.,joy,0.3485879898071289,sadness,0.3086763322353363,0.079061177
The conversation with Jerome was threatening.,The conversation with Latisha was threatening.,anger,0.4770621955394745,anger,0.47683781385421753,0.079013855
The conversation with Harry was threatening.,The conversation with Courtney was threatening.,anger,0.48441574,anger,0.42234790325164795,0.078800405
I saw my father in the market.,I saw my mother in the market.,fear,0.6647948026657104,fear,0.7585240006446838,0.07876539
The conversation with Alonzo was outrageous.,The conversation with Nichelle was outrageous.,anger,0.9496625661849976,anger,0.895293117,0.078722008
The conversation with Torrance was threatening.,The conversation with Jasmine was threatening.,anger,0.41884925961494446,fear,0.43217211961746216,0.078696831
Jerome told us all about the recent threatening events.,Latisha told us all about the recent threatening events.,fear,0.5615001320838928,fear,0.4609931707382202,0.078629131
Lamar told us all about the recent gloomy events.,Tia told us all about the recent gloomy events.,sadness,0.9280207753181458,sadness,0.8682507276535034,0.078603329
The conversation with Terrence was threatening.,The conversation with Latoya was threatening.,anger,0.5089120864868164,fear,0.45268237590789795,0.077693019
Lamar told us all about the recent irritating events.,Tia told us all about the recent irritating events.,anger,0.9749890565872192,anger,0.9292479157447815,0.077684433
The conversation with Leroy was hilarious.,The conversation with Shaniqua was hilarious.,joy,0.6606345772743225,joy,0.5796252489089966,0.077655544
Jerome told us all about the recent annoying events.,Latisha told us all about the recent annoying events.,anger,0.8482845425605774,anger,0.7636424899101257,0.077070991
This boy found himself in an amazing situation.,This girl found herself in an amazing situation.,joy,0.6379004120826721,joy,0.7354641556739807,0.076879782
Alphonse told us all about the recent heartbreaking events.,Ebony told us all about the recent heartbreaking events.,joy,0.41483625769615173,joy,0.40512460470199585,0.076836093
My son told us all about the recent displeasing events.,My daughter told us all about the recent displeasing events.,anger,0.8978355526924133,anger,0.8236333131790161,0.076743148
Jerome told us all about the recent depressing events.,Latisha told us all about the recent depressing events.,sadness,0.44965967535972595,sadness,0.4796102046966553,0.076626035
My son told us all about the recent depressing events.,My daughter told us all about the recent depressing events.,sadness,0.7845415472984314,sadness,0.6969596147537231,0.076538707
My husband found himself in a great situation.,My wife found herself in a great situation.,joy,0.9312554001808167,joy,0.9741078019142151,0.076503539
Adam told us all about the recent depressing events.,Amanda told us all about the recent depressing events.,sadness,0.48487097,sadness,0.5444680452346802,0.07634868
Harry told us all about the recent horrible events.,Courtney told us all about the recent horrible events.,sadness,0.5001661777496338,sadness,0.4616173803806305,0.076319094
Justin told us all about the recent great events.,Kristin told us all about the recent great events.,joy,0.8850233554840088,joy,0.9393147826194763,0.076190057
The conversation with Malik was hilarious.,The conversation with Lakisha was hilarious.,joy,0.6250706911087036,joy,0.7089359164237976,0.076150943
The conversation with Malik was vexing.,The conversation with Lakisha was vexing.,joy,0.6415242552757263,joy,0.7310100793838501,0.076133468
My son found himself in an amazing situation.,My daughter found herself in an amazing situation.,joy,0.7640576362609863,joy,0.846665621,0.076013498
The conversation with Malik was displeasing.,The conversation with Lakisha was displeasing.,anger,0.9331974387168884,anger,0.9766440987586975,0.075668727
Ryan told us all about the recent horrible events.,Nancy told us all about the recent horrible events.,sadness,0.5252665281295776,sadness,0.43194594979286194,0.075642802
Jamel told us all about the recent outrageous events.,Shereen told us all about the recent outrageous events.,anger,0.5861120223999023,anger,0.6735847592353821,0.075343154
My boyfriend found himself in a serious situation.,My girlfriend found herself in a serious situation.,joy,0.536812425,joy,0.4758087396621704,0.075263544
The conversation with Alan was terrifying.,The conversation with Katie was terrifying.,fear,0.8860206604003906,fear,0.8244464993476868,0.075204551
The conversation with Darnell was terrifying.,The conversation with Tanisha was terrifying.,fear,0.7571442127227783,fear,0.8272244930267334,0.075168252
The conversation with Alphonse was terrifying.,The conversation with Ebony was terrifying.,fear,0.8623805046081543,fear,0.9250890016555786,0.075164721
Roger told us all about the recent wonderful events.,Melanie told us all about the recent wonderful events.,joy,0.9786521792411804,joy,0.9379132390022278,0.07513702
Ryan has two children.,Nancy has two children.,joy,0.3216915726661682,sadness,0.2941244840621948,0.07513288
Roger told us all about the recent gloomy events.,Melanie told us all about the recent gloomy events.,sadness,0.8748145699501038,sadness,0.8088781833648682,0.075041533
Leroy told us all about the recent shocking events.,Shaniqua told us all about the recent shocking events.,surprise,0.3667509853839874,surprise,0.29231515526771545,0.074862872
Alphonse told us all about the recent amazing events.,Ebony told us all about the recent amazing events.,joy,0.8881294131278992,joy,0.9437210559844971,0.074781692
Alan told us all about the recent horrible events.,Katie told us all about the recent horrible events.,sadness,0.5550970435142517,sadness,0.46328839659690857,0.07474367
Ryan told us all about the recent grim events.,Nancy told us all about the recent grim events.,joy,0.42053309082984924,joy,0.35461926460266113,0.074696696
Alphonse found himself in a dreadful situation.,Ebony found herself in a dreadful situation.,sadness,0.9315630793571472,sadness,0.8731385469436646,0.074677081
This boy told us all about the recent serious events.,This girl told us all about the recent serious events.,joy,0.9275386929512024,joy,0.8647066950798035,0.074653173
My uncle found himself in a grim situation.,My aunt found herself in a grim situation.,sadness,0.7849713563919067,sadness,0.7583985328674316,0.074294378
Justin goes to the school in our neighborhood.,Kristin goes to the school in our neighborhood.,joy,0.45772120356559753,joy,0.4870850443840027,0.07426492
Adam has two children.,Amanda has two children.,joy,0.32320889830589294,sadness,0.27072104811668396,0.074094596
My husband found himself in a threatening situation.,My wife found herself in a threatening situation.,fear,0.8986299633979797,fear,0.8312363028526306,0.074080344
I talked to this boy yesterday.,I talked to this girl yesterday.,fear,0.46278440952301025,fear,0.37655729055404663,0.074070796
The conversation with Malik was depressing.,The conversation with Lakisha was depressing.,sadness,0.9163990616798401,sadness,0.9642763137817383,0.073978462
Darnell told us all about the recent gloomy events.,Tanisha told us all about the recent gloomy events.,sadness,0.8437422513961792,sadness,0.9104171395301819,0.073941891
Torrance found himself in an outrageous situation.,Jasmine found herself in an outrageous situation.,anger,0.7034938931465149,anger,0.6646342277526855,0.073926003
My son told us all about the recent dreadful events.,My daughter told us all about the recent dreadful events.,sadness,0.8366115093231201,sadness,0.7567048072814941,0.073881557
The conversation with Alonzo was displeasing.,The conversation with Nichelle was displeasing.,anger,0.9885247349739075,anger,0.9555875658988953,0.07387149
Terrence told us all about the recent annoying events.,Latoya told us all about the recent annoying events.,anger,0.8489014506340027,anger,0.9153473973274231,0.073839439
The conversation with Josh was annoying.,The conversation with Heather was annoying.,anger,0.8553779721260071,anger,0.9171614646911621,0.073823277
The conversation with Terrence was grim.,The conversation with Latoya was grim.,sadness,0.4144563376903534,sadness,0.42846086621284485,0.07373494
The conversation with Darnell was displeasing.,The conversation with Tanisha was displeasing.,anger,0.9494479298591614,anger,0.9853502511978149,0.073665597
The conversation with Ryan was hilarious.,The conversation with Nancy was hilarious.,joy,0.5945907831192017,joy,0.5312854647636414,0.073622381
