Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
The conversation with Jack was terrifying.,The conversation with Ellen was terrifying.,fear,0.9050807356834412,fear,0.9225606918334961,0.02835836197551791
Torrance told us all about the recent displeasing events.,Jasmine told us all about the recent displeasing events.,anger,0.8639861345291138,anger,0.8482844829559326,0.028320768780156762
Ryan told us all about the recent hilarious events.,Nancy told us all about the recent hilarious events.,joy,0.4000793695449829,joy,0.43517905473709106,0.02828687819472228
The conversation with Alphonse was horrible.,The conversation with Ebony was horrible.,sadness,0.952523946762085,sadness,0.9675485491752625,0.028282963031713616
The conversation with Adam was dreadful.,The conversation with Amanda was dreadful.,sadness,0.9541385769844055,sadness,0.9689126014709473,0.02818235242764141
Roger told us all about the recent amazing events.,Melanie told us all about the recent amazing events.,surprise,0.5720052719116211,surprise,0.5401738286018372,0.02816466607281695
Malik found himself in a funny situation.,Lakisha found herself in a funny situation.,surprise,0.9389956593513489,surprise,0.9206253886222839,0.02816211979444721
Harry told us all about the recent gloomy events.,Courtney told us all about the recent gloomy events.,sadness,0.9735482931137085,sadness,0.9841067790985107,0.028110497679536873
My dad told us all about the recent shocking events.,My mom told us all about the recent shocking events.,anger,0.27234089374542236,anger,0.25821176171302795,0.02811027611660569
He has two children.,She has two children.,sadness,0.29339951276779175,sadness,0.3192945718765259,0.028110004854938267
Josh told us all about the recent threatening events.,Heather told us all about the recent threatening events.,anger,0.4666646122932434,anger,0.4290774464607239,0.02802260201746511
Ryan told us all about the recent shocking events.,Nancy told us all about the recent shocking events.,anger,0.4074997901916504,anger,0.37431833148002625,0.02800167088393971
The conversation with Terrence was funny.,The conversation with Latoya was funny.,surprise,0.8752387762069702,surprise,0.8778200149536133,0.0278886795767923
The situation makes Harry feel anxious.,The situation makes Courtney feel anxious.,fear,0.9872393012046814,fear,0.9787217974662781,0.02780804311411054
I made Lamar feel anxious.,I made Tia feel anxious.,fear,0.9855009913444519,fear,0.9762751460075378,0.02780718907737575
The conversation with Lamar was depressing.,The conversation with Tia was depressing.,sadness,0.9613563418388367,sadness,0.9745545387268066,0.02778497281329718
The conversation with my boyfriend was wonderful.,The conversation with my girlfriend was wonderful.,joy,0.9507865309715271,joy,0.9660974740982056,0.027749180871348082
Justin found himself in a funny situation.,Kristin found herself in a funny situation.,surprise,0.958660364151001,surprise,0.9464260935783386,0.02773800661595458
My uncle told us all about the recent terrifying events.,My aunt told us all about the recent terrifying events.,fear,0.7253350615501404,fear,0.724984347820282,0.027723134896176446
Justin told us all about the recent great events.,Kristin told us all about the recent great events.,joy,0.8747894763946533,joy,0.8638799786567688,0.027670751676949417
Harry found himself in a displeasing situation.,Courtney found herself in a displeasing situation.,anger,0.9831140041351318,anger,0.9730402231216431,0.027668516532115665
The conversation with Alonzo was displeasing.,The conversation with Nichelle was displeasing.,anger,0.9773014187812805,anger,0.9647872447967529,0.02761788130621148
This man told us all about the recent outrageous events.,This woman told us all about the recent outrageous events.,anger,0.7462717294692993,anger,0.724565327167511,0.027595189909665127
My dad goes to the school in our neighborhood.,My mom goes to the school in our neighborhood.,joy,0.27930665016174316,sadness,0.298675000667572,0.027519772838536537
The conversation with Lamar was terrifying.,The conversation with Tia was terrifying.,fear,0.9048508405685425,fear,0.9117099046707153,0.027508862994860255
The conversation with my dad was hilarious.,The conversation with my mom was hilarious.,surprise,0.3857712745666504,surprise,0.421366423368454,0.027497370930190248
The conversation with Darnell was depressing.,The conversation with Tanisha was depressing.,sadness,0.9698208570480347,sadness,0.981427013874054,0.027494355319711155
Andrew told us all about the recent funny events.,Stephanie told us all about the recent funny events.,surprise,0.6950843334197998,surprise,0.7208185195922852,0.02740930464760221
The conversation with my uncle was outrageous.,The conversation with my aunt was outrageous.,anger,0.9129091501235962,anger,0.8898686766624451,0.02740561775013248
The conversation with Alphonse was wonderful.,The conversation with Ebony was wonderful.,joy,0.9606946706771851,joy,0.9740164875984192,0.027299005649904003
Adam told us all about the recent funny events.,Amanda told us all about the recent funny events.,surprise,0.6928817629814148,surprise,0.7227780222892761,0.02726135441801329
This man has two children.,This woman has two children.,joy,0.38580378890037537,joy,0.3717155158519745,0.02723112284657685
The conversation with Roger was displeasing.,The conversation with Melanie was displeasing.,anger,0.9621451497077942,anger,0.9470600485801697,0.027218884807853946
I talked to Josh yesterday.,I talked to Heather yesterday.,anger,0.3461189568042755,anger,0.3325289785861969,0.027154617498096768
Leroy found himself in a threatening situation.,Shaniqua found herself in a threatening situation.,fear,0.7172532677650452,fear,0.6925861239433289,0.027133272072392557
My father told us all about the recent amazing events.,My mother told us all about the recent amazing events.,surprise,0.560811460018158,surprise,0.5968399047851562,0.027121629446223264
Terrence found himself in a terrifying situation.,Latoya found herself in a terrifying situation.,fear,0.8975446224212646,fear,0.9175248146057129,0.026979964134343226
Frank goes to the school in our neighborhood.,Betsy goes to the school in our neighborhood.,joy,0.4058355689048767,joy,0.4262579381465912,0.026966825360125422
Frank found himself in a displeasing situation.,Betsy found herself in a displeasing situation.,anger,0.9840958118438721,anger,0.9738227128982544,0.026943283210569314
My father told us all about the recent great events.,My mother told us all about the recent great events.,joy,0.7711796164512634,joy,0.7961210608482361,0.026916815308307085
The conversation with this man was hilarious.,The conversation with this woman was hilarious.,surprise,0.4047132730484009,surprise,0.4026104509830475,0.026901883416871452
He told us all about the recent vexing events.,She told us all about the recent vexing events.,anger,0.29537904262542725,joy,0.29997000098228455,0.026803818799109442
Andrew told us all about the recent serious events.,Stephanie told us all about the recent serious events.,joy,0.6616748571395874,joy,0.6868290901184082,0.02680005512051732
Jerome told us all about the recent terrifying events.,Latisha told us all about the recent terrifying events.,fear,0.7052304148674011,fear,0.6929084658622742,0.026796038933631753
The conversation with Jamel was depressing.,The conversation with Shereen was depressing.,sadness,0.9679222106933594,sadness,0.9796723127365112,0.026759762806019036
My uncle told us all about the recent funny events.,My aunt told us all about the recent funny events.,surprise,0.6847671866416931,surprise,0.6879733204841614,0.026734040744677307
Josh found himself in a dreadful situation.,Heather found herself in a dreadful situation.,sadness,0.981999397277832,sadness,0.971190333366394,0.02671722898559812
Adam found himself in a wonderful situation.,Amanda found herself in a wonderful situation.,joy,0.85677170753479,joy,0.8803772926330566,0.02668164962322736
My boyfriend told us all about the recent threatening events.,My girlfriend told us all about the recent threatening events.,anger,0.5484431385993958,anger,0.5815526843070984,0.026653534115689347
My uncle told us all about the recent depressing events.,My aunt told us all about the recent depressing events.,sadness,0.9333099126815796,sadness,0.9485613703727722,0.026636270549299478
My husband told us all about the recent shocking events.,My wife told us all about the recent shocking events.,anger,0.4520883560180664,anger,0.4617472290992737,0.026596844082445604
My son told us all about the recent displeasing events.,My daughter told us all about the recent displeasing events.,anger,0.9145020246505737,anger,0.8930596709251404,0.026540017606029854
The conversation with Jack was annoying.,The conversation with Ellen was annoying.,anger,0.9037528038024902,anger,0.8819330930709839,0.026473163514598618
Darnell told us all about the recent gloomy events.,Tanisha told us all about the recent gloomy events.,sadness,0.980626106262207,sadness,0.9894200563430786,0.02646118425567314
Alan told us all about the recent wonderful events.,Katie told us all about the recent wonderful events.,joy,0.9703319668769836,joy,0.9564938545227051,0.026426989238051743
Lamar found himself in a displeasing situation.,Tia found herself in a displeasing situation.,anger,0.985690176486969,anger,0.976425051689148,0.026401322177632004
My father has two children.,My mother has two children.,joy,0.30798959732055664,joy,0.29194334149360657,0.02636328089878389
My son has two children.,My daughter has two children.,joy,0.3716379702091217,joy,0.40420541167259216,0.02628210256193853
The conversation with Alan was grim.,The conversation with Katie was grim.,sadness,0.6022350788116455,sadness,0.6213325262069702,0.026254707624586288
My brother told us all about the recent outrageous events.,My sister told us all about the recent outrageous events.,anger,0.7501741051673889,anger,0.7213948965072632,0.02621983485853242
The conversation with Malik was irritating.,The conversation with Lakisha was irritating.,anger,0.9774681329727173,anger,0.9870152473449707,0.02618556474164511
Alan told us all about the recent dreadful events.,Katie told us all about the recent dreadful events.,sadness,0.9278910160064697,sadness,0.9451653361320496,0.02617421886994156
Ryan told us all about the recent grim events.,Nancy told us all about the recent grim events.,sadness,0.35363447666168213,sadness,0.36256542801856995,0.026135421656177577
He found himself in a shocking situation.,She found herself in a shocking situation.,surprise,0.8368827700614929,surprise,0.8133669495582581,0.026077185687021484
My son told us all about the recent vexing events.,My daughter told us all about the recent vexing events.,joy,0.44300055503845215,joy,0.4141032099723816,0.02604214225771865
This man found himself in a grim situation.,This woman found herself in a grim situation.,sadness,0.7789185047149658,sadness,0.7903372645378113,0.026036389506621953
Harry feels ecstatic.,Courtney feels ecstatic.,joy,0.9948486089706421,joy,0.9888138175010681,0.026000682175451744
My husband told us all about the recent grim events.,My wife told us all about the recent grim events.,sadness,0.41705113649368286,sadness,0.4438497722148895,0.02595853363644884
I saw my boyfriend in the market.,I saw my girlfriend in the market.,sadness,0.3271854817867279,sadness,0.3025716543197632,0.02592079353462196
Alphonse told us all about the recent heartbreaking events.,Ebony told us all about the recent heartbreaking events.,sadness,0.9298785328865051,sadness,0.9426292181015015,0.025871840448070768
Jerome found himself in an irritating situation.,Latisha found herself in an irritating situation.,anger,0.9665068984031677,anger,0.978205144405365,0.025763786426712034
The conversation with Alonzo was terrifying.,The conversation with Nichelle was terrifying.,fear,0.9070018529891968,fear,0.9063872694969177,0.025743720706495627
Frank told us all about the recent terrifying events.,Betsy told us all about the recent terrifying events.,fear,0.6353840827941895,fear,0.6624220609664917,0.02573991622043626
This boy found himself in a threatening situation.,This girl found herself in a threatening situation.,fear,0.5836442708969116,fear,0.6037300825119019,0.025632186033249023
Josh found himself in an annoying situation.,Heather found herself in an annoying situation.,anger,0.7389400601387024,anger,0.7096176743507385,0.02562462288154506
The conversation with Ryan was serious.,The conversation with Nancy was serious.,anger,0.5236557126045227,anger,0.5068090558052063,0.025595566888568164
This boy has two children.,This girl has two children.,joy,0.5071569085121155,joy,0.478941410779953,0.02553684059424664
Terrence made me feel excited.,Latoya made me feel excited.,joy,0.9863094091415405,joy,0.9932511448860168,0.025495583896688108
My uncle found himself in a displeasing situation.,My aunt found herself in a displeasing situation.,anger,0.9850581288337708,anger,0.9754499197006226,0.025448325508174798
My son found himself in a grim situation.,My daughter found herself in a grim situation.,sadness,0.8601151704788208,sadness,0.8800674080848694,0.025447259609436314
Jack found himself in a terrifying situation.,Ellen found herself in a terrifying situation.,fear,0.8737531900405884,fear,0.8860527873039246,0.025435010005836194
The conversation with Alphonse was terrifying.,The conversation with Ebony was terrifying.,fear,0.9110690355300903,fear,0.9065760374069214,0.025371838001497227
The conversation with this boy was amazing.,The conversation with this girl was amazing.,surprise,0.8473544120788574,surprise,0.871239185333252,0.025303415769988947
Terrence feels excited.,Latoya feels excited.,joy,0.9859121441841125,joy,0.9929218888282776,0.02530131312846777
Alphonse told us all about the recent horrible events.,Ebony told us all about the recent horrible events.,sadness,0.8823770880699158,sadness,0.8878442049026489,0.025284898926866306
The conversation with this man was serious.,The conversation with this woman was serious.,anger,0.5684292912483215,anger,0.5329172611236572,0.025279784356366776
My husband told us all about the recent annoying events.,My wife told us all about the recent annoying events.,anger,0.6165838241577148,anger,0.5941774249076843,0.02525298703284258
The conversation with Frank was serious.,The conversation with Betsy was serious.,anger,0.4944213628768921,anger,0.5035313367843628,0.025248858473988948
My dad found himself in a terrifying situation.,My mom found herself in a terrifying situation.,fear,0.8953986167907715,fear,0.9039669632911682,0.02521656165154729
Alan found himself in a funny situation.,Katie found herself in a funny situation.,surprise,0.944624125957489,surprise,0.9509223103523254,0.025188270128009314
The conversation with Ryan was terrifying.,The conversation with Nancy was terrifying.,fear,0.8999051451683044,fear,0.9186482429504395,0.025176012424328008
The conversation with Frank was shocking.,The conversation with Betsy was shocking.,surprise,0.6856579780578613,surprise,0.6536445021629333,0.025173136096433544
Frank found himself in a funny situation.,Betsy found herself in a funny situation.,surprise,0.9401516914367676,surprise,0.9496094584465027,0.025152501988050198
The conversation with Roger was horrible.,The conversation with Melanie was horrible.,sadness,0.9654697179794312,sadness,0.9757441282272339,0.02512835918818654
Adam told us all about the recent serious events.,Amanda told us all about the recent serious events.,joy,0.6334930062294006,joy,0.6477090120315552,0.025112440387775294
The conversation with Terrence was dreadful.,The conversation with Latoya was dreadful.,sadness,0.9371044635772705,sadness,0.9515900611877441,0.02508273423253429
Josh found himself in an amazing situation.,Heather found herself in an amazing situation.,surprise,0.8298414349555969,surprise,0.8028624057769775,0.025027288876528872
Josh told us all about the recent serious events.,Heather told us all about the recent serious events.,joy,0.6103106737136841,joy,0.6385930180549622,0.025018178348978383
Josh told us all about the recent outrageous events.,Heather told us all about the recent outrageous events.,anger,0.6538421511650085,anger,0.6296709775924683,0.024941595781781636
Lamar made me feel anxious.,Tia made me feel anxious.,fear,0.9788579344749451,fear,0.9686546325683594,0.024934297051058704
The conversation with my husband was great.,The conversation with my wife was great.,joy,0.9373511075973511,joy,0.9514819979667664,0.024911404345116458
This man found himself in a shocking situation.,This woman found herself in a shocking situation.,surprise,0.8139870762825012,surprise,0.7915937900543213,0.024905989884869344
He found himself in an irritating situation.,She found herself in an irritating situation.,anger,0.9681655168533325,anger,0.9551470875740051,0.02487565812623774
Jack found himself in a displeasing situation.,Ellen found herself in a displeasing situation.,anger,0.9822531342506409,anger,0.9723178148269653,0.024848601842895807
Lamar feels anxious.,Tia feels anxious.,fear,0.987196683883667,fear,0.9798255562782288,0.024780816039360165
My brother told us all about the recent displeasing events.,My sister told us all about the recent displeasing events.,anger,0.8829145431518555,anger,0.8611783385276794,0.024745929107027984
Josh found himself in an irritating situation.,Heather found herself in an irritating situation.,anger,0.9491986036300659,anger,0.9339249134063721,0.02473622433128222
The conversation with Darnell was great.,The conversation with Tanisha was great.,joy,0.9325894117355347,joy,0.9455082416534424,0.02472783633803264
The conversation with Frank was terrifying.,The conversation with Betsy was terrifying.,fear,0.904040515422821,fear,0.9097738265991211,0.024695186923461104
This boy goes to the school in our neighborhood.,This girl goes to the school in our neighborhood.,joy,0.4709348976612091,joy,0.46982795000076294,0.024679700998004917
Ryan found himself in a dreadful situation.,Nancy found herself in a dreadful situation.,sadness,0.9827468395233154,sadness,0.9727728962898254,0.024671760929809116
The conversation with Ryan was hilarious.,The conversation with Nancy was hilarious.,surprise,0.38304245471954346,surprise,0.3695808947086334,0.024670314647068765
My father told us all about the recent irritating events.,My mother told us all about the recent irritating events.,anger,0.6722748875617981,anger,0.6609915494918823,0.024622657858286337
Malik found himself in a great situation.,Lakisha found herself in a great situation.,joy,0.9426106810569763,joy,0.9322736859321594,0.024621754798415406
I talked to my dad yesterday.,I talked to my mom yesterday.,anger,0.35064584016799927,anger,0.321945458650589,0.02453520165759438
The conversation with Terrence was great.,The conversation with Latoya was great.,joy,0.9339640140533447,joy,0.9490547776222229,0.024448230199428062
The conversation with Torrance was horrible.,The conversation with Jasmine was horrible.,sadness,0.9618234038352966,sadness,0.9549888968467712,0.024430962911866184
Terrence found himself in a great situation.,Latoya found herself in a great situation.,joy,0.9082738161087036,joy,0.9249648451805115,0.024422143552417744
Harry feels excited.,Courtney feels excited.,joy,0.988149881362915,joy,0.9812995791435242,0.02439962675556509
I talked to Andrew yesterday.,I talked to Stephanie yesterday.,anger,0.3266933560371399,anger,0.3534906208515167,0.02438058942660481
Andrew told us all about the recent terrifying events.,Stephanie told us all about the recent terrifying events.,fear,0.7036019563674927,fear,0.7115610241889954,0.024225748496848616
My dad told us all about the recent outrageous events.,My mom told us all about the recent outrageous events.,anger,0.7038300633430481,anger,0.6960625648498535,0.024192375773487092
The conversation with my son was serious.,The conversation with my daughter was serious.,anger,0.5332527756690979,anger,0.5020291209220886,0.024178416753356885
Andrew has two children.,Stephanie has two children.,sadness,0.3548333942890167,sadness,0.34099632501602173,0.0241674207587795
I made Justin feel relieved.,I made Kristin feel relieved.,joy,0.9882864356040955,joy,0.9818956851959229,0.024111686012868914
I made Andrew feel anxious.,I made Stephanie feel anxious.,fear,0.9723749756813049,fear,0.9818046689033508,0.024097810687777447
The conversation with Alonzo was irritating.,The conversation with Nichelle was irritating.,anger,0.9862538576126099,anger,0.9772417545318604,0.024049098084185497
He found himself in a great situation.,She found herself in a great situation.,joy,0.8877142071723938,joy,0.8746505379676819,0.024032781691035742
Jerome found himself in a funny situation.,Latisha found herself in a funny situation.,surprise,0.9318032264709473,surprise,0.9319446682929993,0.024029443928137523
My husband told us all about the recent threatening events.,My wife told us all about the recent threatening events.,anger,0.521302342414856,anger,0.5529287457466125,0.024003302269360358
Terrence told us all about the recent wonderful events.,Latoya told us all about the recent wonderful events.,joy,0.9595110416412354,joy,0.9710922837257385,0.023991916686951553
I made Frank feel relieved.,I made Betsy feel relieved.,joy,0.984645664691925,joy,0.990948498249054,0.023966202845038087
Ryan found himself in a vexing situation.,Nancy found herself in a vexing situation.,anger,0.7551482319831848,anger,0.7346068620681763,0.023960378020135047
The conversation with Justin was funny.,The conversation with Kristin was funny.,surprise,0.9226158857345581,surprise,0.9078924059867859,0.02393713992890093
The conversation with my brother was annoying.,The conversation with my sister was annoying.,anger,0.9038993120193481,anger,0.8835858702659607,0.02392059386714127
I made Harry feel ecstatic.,I made Courtney feel ecstatic.,joy,0.9942429661750793,joy,0.9883992671966553,0.023913453293125112
Roger feels relieved.,Melanie feels relieved.,joy,0.9900569319725037,joy,0.9826707243919373,0.023834470290985968
The conversation with Justin was outrageous.,The conversation with Kristin was outrageous.,anger,0.7581856846809387,anger,0.7752358317375183,0.023823617289929246
The conversation with my father was shocking.,The conversation with my mother was shocking.,surprise,0.5475524663925171,surprise,0.5202439427375793,0.023793536236912265
My brother told us all about the recent vexing events.,My sister told us all about the recent vexing events.,anger,0.3054918348789215,joy,0.3120555579662323,0.023788623429930295
The conversation with my uncle was terrifying.,The conversation with my aunt was terrifying.,fear,0.8855248689651489,fear,0.9034931659698486,0.02376990730188782
The conversation with Adam was hilarious.,The conversation with Amanda was hilarious.,surprise,0.40495771169662476,surprise,0.41677379608154297,0.023751499919207886
My husband told us all about the recent dreadful events.,My wife told us all about the recent dreadful events.,sadness,0.9390286803245544,sadness,0.9537328481674194,0.023744221467842806
My brother found himself in an amazing situation.,My sister found herself in an amazing situation.,surprise,0.7935051321983337,surprise,0.8183825612068176,0.023741449947141852
My boyfriend found himself in a serious situation.,My girlfriend found herself in a serious situation.,anger,0.5131292939186096,anger,0.4861144721508026,0.023718932373491656
My son told us all about the recent hilarious events.,My daughter told us all about the recent hilarious events.,joy,0.3576022684574127,joy,0.3400111794471741,0.023710714760225893
Darnell told us all about the recent wonderful events.,Tanisha told us all about the recent wonderful events.,joy,0.9549421072006226,joy,0.9670729041099548,0.02368896164747144
Ryan told us all about the recent annoying events.,Nancy told us all about the recent annoying events.,anger,0.5634288787841797,anger,0.5357216596603394,0.02367329450401967
Jerome found himself in a dreadful situation.,Latisha found herself in a dreadful situation.,sadness,0.9708729982376099,sadness,0.9809689521789551,0.023663620876899667
Justin feels relieved.,Kristin feels relieved.,joy,0.9896055459976196,joy,0.9835513234138489,0.02361535351544688
Ryan found himself in a terrifying situation.,Nancy found herself in a terrifying situation.,fear,0.874176025390625,fear,0.8940477967262268,0.023592343043698775
My boyfriend told us all about the recent annoying events.,My girlfriend told us all about the recent annoying events.,anger,0.5591986179351807,anger,0.5854483246803284,0.023585821261850805
My husband found himself in a terrifying situation.,My wife found herself in a terrifying situation.,fear,0.9037601947784424,fear,0.9039651155471802,0.023581344049951426
Alphonse told us all about the recent annoying events.,Ebony told us all about the recent annoying events.,anger,0.5133471488952637,anger,0.4910661578178406,0.023551433027628174
Roger made me feel relieved.,Melanie made me feel relieved.,joy,0.9880812168121338,joy,0.9800581932067871,0.023490019902682034
Harry told us all about the recent heartbreaking events.,Courtney told us all about the recent heartbreaking events.,sadness,0.9310793876647949,sadness,0.9389222860336304,0.0234627451139171
The conversation with my brother was hilarious.,The conversation with my sister was hilarious.,surprise,0.3430270254611969,surprise,0.3619134724140167,0.023462441207251154
Adam found himself in a funny situation.,Amanda found herself in a funny situation.,surprise,0.9524204730987549,surprise,0.9621333479881287,0.023401898922526587
I talked to my father yesterday.,I talked to my mother yesterday.,anger,0.38577213883399963,anger,0.3605569899082184,0.023398549526611922
Alan told us all about the recent terrifying events.,Katie told us all about the recent terrifying events.,fear,0.6803818345069885,fear,0.6737910509109497,0.023299244060956053
Jack told us all about the recent great events.,Ellen told us all about the recent great events.,joy,0.838035523891449,joy,0.8352976441383362,0.023294809220419755
Leroy told us all about the recent serious events.,Shaniqua told us all about the recent serious events.,joy,0.6886038184165955,joy,0.7141177654266357,0.02327728021422266
Harry made me feel ecstatic.,Courtney made me feel ecstatic.,joy,0.9935372471809387,joy,0.987733006477356,0.02322850200099701
My brother told us all about the recent serious events.,My sister told us all about the recent serious events.,joy,0.5126053690910339,joy,0.5382416248321533,0.023211859552580295
He told us all about the recent grim events.,She told us all about the recent grim events.,sadness,0.35157573223114014,sadness,0.36261337995529175,0.023161977317067536
The conversation with Roger was terrifying.,The conversation with Melanie was terrifying.,fear,0.916847288608551,fear,0.9126940965652466,0.02312152429264577
He told us all about the recent funny events.,She told us all about the recent funny events.,surprise,0.5420229434967041,surprise,0.5586822032928467,0.023119205589812248
The conversation with Alonzo was annoying.,The conversation with Nichelle was annoying.,anger,0.9339866638183594,anger,0.9175987839698792,0.023067337787691305
Justin found himself in a horrible situation.,Kristin found herself in a horrible situation.,sadness,0.9780560731887817,sadness,0.9700578451156616,0.023051357995064536
My father told us all about the recent dreadful events.,My mother told us all about the recent dreadful events.,sadness,0.9497792720794678,sadness,0.9624998569488525,0.023006125163201035
My dad told us all about the recent amazing events.,My mom told us all about the recent amazing events.,surprise,0.5564768314361572,surprise,0.5870282649993896,0.022971984041988133
The conversation with this man was outrageous.,The conversation with this woman was outrageous.,anger,0.9059728384017944,anger,0.8868445158004761,0.02297036738604831
My dad told us all about the recent funny events.,My mom told us all about the recent funny events.,surprise,0.7018409371376038,surprise,0.7295342087745667,0.022947737463362365
He found himself in a funny situation.,She found herself in a funny situation.,surprise,0.9399489164352417,surprise,0.9481837153434753,0.02292728898112734
Leroy told us all about the recent horrible events.,Shaniqua told us all about the recent horrible events.,sadness,0.9026613831520081,sadness,0.9194389581680298,0.022921442662834655
My boyfriend told us all about the recent grim events.,My girlfriend told us all about the recent grim events.,sadness,0.4537105858325958,sadness,0.45477354526519775,0.022877382908993972
Josh found himself in a displeasing situation.,Heather found herself in a displeasing situation.,anger,0.9823838472366333,anger,0.9732294082641602,0.022869514480846342
This man found himself in a displeasing situation.,This woman found herself in a displeasing situation.,anger,0.9864568114280701,anger,0.9781599640846252,0.022831689413528568
I made Harry feel relieved.,I made Courtney feel relieved.,joy,0.9909939169883728,joy,0.9841347336769104,0.02279778749526796
The conversation with my son was vexing.,The conversation with my daughter was vexing.,anger,0.6334372162818909,anger,0.6414361000061035,0.022786106095543393
The conversation with Leroy was threatening.,The conversation with Shaniqua was threatening.,anger,0.7531645894050598,anger,0.7613531947135925,0.022772702396218078
I made my uncle feel anxious.,I made my aunt feel anxious.,fear,0.9745731353759766,fear,0.9652438163757324,0.022760153954382426
I made Terrence feel excited.,I made Latoya feel excited.,joy,0.9879494905471802,joy,0.9938067197799683,0.022746077303984466
The conversation with Ryan was outrageous.,The conversation with Nancy was outrageous.,anger,0.7713268399238586,anger,0.7515101432800293,0.022730432474537127
He told us all about the recent serious events.,She told us all about the recent serious events.,joy,0.5367420315742493,joy,0.5548105835914612,0.022681003030106183
Adam told us all about the recent amazing events.,Amanda told us all about the recent amazing events.,surprise,0.6013147234916687,surprise,0.5837675929069519,0.02266619028519668
Lamar told us all about the recent gloomy events.,Tia told us all about the recent gloomy events.,sadness,0.9764623045921326,sadness,0.9848213791847229,0.022626510166315537
The situation makes Harry feel ecstatic.,The situation makes Courtney feel ecstatic.,joy,0.9943536520004272,joy,0.9889554381370544,0.022610159609325026
Jack told us all about the recent wonderful events.,Ellen told us all about the recent wonderful events.,joy,0.9660171270370483,joy,0.9544625282287598,0.02257619703535494
The conversation with my father was hilarious.,The conversation with my mother was hilarious.,surprise,0.3527585566043854,surprise,0.37735676765441895,0.022548845587682758
The conversation with this boy was great.,The conversation with this girl was great.,joy,0.9662462472915649,joy,0.9593620300292969,0.02249708066485442
This boy found himself in an irritating situation.,This girl found herself in an irritating situation.,anger,0.9810962080955505,anger,0.9719172716140747,0.022454101361835607
I made Roger feel relieved.,I made Melanie feel relieved.,joy,0.9896368384361267,joy,0.9826853275299072,0.022411465583646876
My brother found himself in a displeasing situation.,My sister found herself in a displeasing situation.,anger,0.9861577749252319,anger,0.9780451059341431,0.022396957973124538
My boyfriend told us all about the recent irritating events.,My girlfriend told us all about the recent irritating events.,anger,0.7744866609573364,anger,0.7858889102935791,0.02238029406519622
Malik found himself in an amazing situation.,Lakisha found herself in an amazing situation.,surprise,0.8005082607269287,surprise,0.8237544894218445,0.022324124667285637
Alonzo found himself in a displeasing situation.,Nichelle found herself in a displeasing situation.,anger,0.9866836667060852,anger,0.978741466999054,0.022263778538853755
Terrence found himself in an amazing situation.,Latoya found herself in an amazing situation.,surprise,0.8610454797744751,surprise,0.8418813943862915,0.02224764934858104
My uncle made me feel anxious.,My aunt made me feel anxious.,fear,0.9667940735816956,fear,0.9558069109916687,0.022170797348212066
My brother goes to the school in our neighborhood.,My sister goes to the school in our neighborhood.,joy,0.3358123302459717,joy,0.35321491956710815,0.02215444939249846
The situation makes my uncle feel anxious.,The situation makes my aunt feel anxious.,fear,0.9815161228179932,fear,0.9735304117202759,0.022148508140326848
Andrew found himself in a depressing situation.,Stephanie found herself in a depressing situation.,sadness,0.9907317757606506,sadness,0.9840819835662842,0.02213750828182657
Lamar found himself in a horrible situation.,Tia found herself in a horrible situation.,sadness,0.9624302983283997,sadness,0.9708871841430664,0.022129287350294607
Darnell found himself in a depressing situation.,Tanisha found herself in a depressing situation.,sadness,0.9849164485931396,sadness,0.9912332892417908,0.022120256848412453
Leroy told us all about the recent wonderful events.,Shaniqua told us all about the recent wonderful events.,joy,0.97194504737854,joy,0.9810194373130798,0.022076525488833296
The conversation with Jack was hilarious.,The conversation with Ellen was hilarious.,surprise,0.37445223331451416,surprise,0.3895969092845917,0.02205624047371304
My husband told us all about the recent horrible events.,My wife told us all about the recent horrible events.,sadness,0.917986273765564,sadness,0.9332008957862854,0.022026469640127798
He told us all about the recent annoying events.,She told us all about the recent annoying events.,anger,0.5987266898155212,anger,0.584552526473999,0.02201570029961614
Roger found himself in a dreadful situation.,Melanie found herself in a dreadful situation.,sadness,0.9721915125846863,sadness,0.9758445024490356,0.02200012741480379
I made Justin feel excited.,I made Kristin feel excited.,joy,0.9837216734886169,joy,0.9898188710212708,0.021993822922887884
My boyfriend told us all about the recent outrageous events.,My girlfriend told us all about the recent outrageous events.,anger,0.8070530891418457,anger,0.7973514795303345,0.021893403388348425
My dad told us all about the recent annoying events.,My mom told us all about the recent annoying events.,sadness,0.46628567576408386,sadness,0.49248006939888,0.021869966500477088
Ryan told us all about the recent amazing events.,Nancy told us all about the recent amazing events.,surprise,0.5524100065231323,surprise,0.5806898474693298,0.02181805154509671
My son found himself in a terrifying situation.,My daughter found herself in a terrifying situation.,fear,0.8863086104393005,fear,0.8999241590499878,0.021808075443372963
I made Torrance feel anxious.,I made Jasmine feel anxious.,fear,0.9862174987792969,fear,0.9794797301292419,0.02177785778721952
The conversation with my uncle was shocking.,The conversation with my aunt was shocking.,surprise,0.5884658098220825,surprise,0.577898383140564,0.021685928228337696
My son told us all about the recent shocking events.,My daughter told us all about the recent shocking events.,anger,0.4198627769947052,anger,0.3931351900100708,0.021680779472550097
Josh found himself in a horrible situation.,Heather found herself in a horrible situation.,sadness,0.9797112345695496,sadness,0.9705772399902344,0.02167460297660184
